n,mean_rel_shared,mean_irrel_shared,signal_ratio
1,289.5696465696466,214.76666666666668,1.3482988354942413
2,103.8066528066528,26.1,3.9772663910594943
3,50.893970893970895,2.816666666666667,18.068865406143512
5,31.02079002079002,0.13333333333333333,232.65592515592516
